Condition;timestamp;SubjectID;GameObjectName;viewID;Hand;isStudy;PosX;PosY;PosZ;RotX;RotY;RotZ
0;1561737486186;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486192;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486242;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486243;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486252;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486252;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486259;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486259;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486264;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486264;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486273;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486273;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486284;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486284;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486295;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486295;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486306;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486306;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486317;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486317;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486328;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486328;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486339;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486340;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486351;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486351;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486361;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486362;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486373;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486373;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486384;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486384;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486396;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486396;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486407;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486407;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486418;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486418;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486430;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486430;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486440;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486441;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486452;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486452;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486462;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486462;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486474;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486474;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486485;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486485;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486496;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486496;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486507;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486507;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486518;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486518;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486530;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486530;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737486540;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737486540;0;L_Palm;1028;Left;False;0;0;0;0;0;0
