Condition,timestamp,SubjectID,GameObjectName,viewID,Hand,isStudy,PosX,PosY,PosZ,RotX,RotY,RotZ
0,1561732792486,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792492,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792577,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792577,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792592,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792592,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792606,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792606,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792615,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792615,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792627,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792627,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792638,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792638,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792653,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792653,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792667,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792667,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792675,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792675,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792683,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792683,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792693,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792694,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792704,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792704,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792716,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792716,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792727,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792727,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792737,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792737,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792748,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792748,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792759,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792759,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792770,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792771,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792782,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792782,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792793,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792793,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792804,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792804,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792815,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792815,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792827,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792827,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792838,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792838,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792849,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792849,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561732792860,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561732792861,0,L_Palm,1028,Left,False,0,0,0,0,0,0
