Condition;timestamp;SubjectID;GameObjectName;viewID;Hand;isStudy;PosX;PosY;PosZ;RotX;RotY;RotZ
0;1561737587505;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587510;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587560;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587561;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587568;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587568;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587576;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587576;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587586;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587586;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587597;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587597;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587608;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587608;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587619;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587619;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587645;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587645;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587664;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587664;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587687;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587687;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587709;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587709;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587731;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587731;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587753;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587753;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587776;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587776;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587797;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587798;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587820;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587820;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587842;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587843;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587865;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587865;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587887;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587887;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587910;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587910;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587932;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587932;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587955;0;R_Palm;1004;Right;False;0;0;0;0;0;0
0;1561737587955;0;L_Palm;1028;Left;False;0;0;0;0;0;0
0;1561737587976;0;R_Palm;1004;Right;False;0;0;0;0;0;0
