Condition,timestamp,SubjectID,GameObjectName,viewID,Hand,isStudy,PosX,PosY,PosZ,RotX,RotY,RotZ
0,1561725317530,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317536,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317581,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317581,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317589,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317589,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317595,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317595,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317600,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317601,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317614,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317614,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317624,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317624,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317633,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317634,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317646,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317646,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317658,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317658,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317667,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317667,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317679,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317679,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317689,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317689,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317701,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317702,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317712,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317712,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317723,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317723,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317734,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317734,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317746,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317746,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317757,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317757,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317768,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317768,0,L_Palm,1028,Left,False,0,0,0,0,0,0
0,1561725317779,0,R_Palm,1004,Right,False,0,0,0,0,0,0
0,1561725317779,0,L_Palm,1028,Left,False,0,0,0,0,0,0
